"id";"nome";"endereco_id"
1264;"SOLON BORGES DOS REIS
                    ";556
1265;"SONHOS ESCOLA DE EDUCACAO INFANTIL
                    ";1029
1266;"ST FRANCIS COLLEGE
                    ";1030
1267;"ST NICHOLAS ESCOLA ANGLO BRASILEIRA
                    ";1031
1268;"STELLA MARIS COLEGIO SOC INSTRUCAO E BENEFICENCIA
                    ";1032
1269;"STOCKLER COLEGIO
                    ";1033
1270;"SUBMARINO AMARELO NUCLEO DE RECREACAO
                    ";1034
1271;"SUNRISE SCHOOL
                    ";1035
1272;"TALK KIDS
                    ";1036
1273;"TARSILA DO AMARAL EMEF
                    ";1037
1274;"TEATRO ESCOLA MACUNAIMA
                    ";1038
1275;"TEOFILO BENEDITO OTTONI EMEF
                    ";870
1276;"TERRA COLEGIO
                    ";1039
1277;"THE BRITISH COLLEGE OF BRAZIL
                    ";1040
1278;"THEODOMIRO DIAS DESEMBARGADOR EMEF
                    ";1041
1279;"THOMAZIA MONTORO
                    ";1042
1280;"TIA LUCY JARDIM DE INFANCIA
                    ";693
1281;"TICOS CENTRO RECREACAO INFANTIL E DESENVOLVIMENTO
                    ";1043
1282;"TIDE SETUBAL EMEI
                    ";1004
1283;"TIO JUCA ESCOLA MATERNAL E JARDIM
                    ";1044
1284;"TODDLER DESENVOLVIMENTO INFANTIL
                    ";1045
1285;"TREM AZUL NUCLEO DE RECREACAO INFANTIL
                    ";960
1286;"UIRAPURU CEU
                    ";594
1287;"UIRAPURU CEU CEI
                    ";594
1288;"UIRAPURU CEU EMEI
                    ";594
1289;"UNIDADE NOVE DE JULHO
                    ";1046
1290;"UNIMOR COLEGIO
                    ";533
1291;"UNIVERSAL BRASILEIRO INSTITUTO UNID STO AMARO
                    ";1047
1292;"UNIVERSITARIO BUTANTA
                    ";1048
1293;"UP SCHOOL  UNID I
                    ";653
1294;"URSINHO BRANCO ESCOLA
                    ";681
1295;"VERA CRUZ ESCOLA
                    ";1049
1296;"VERA CRUZ ESCOLA II
                    ";1050
1297;"VERA CRUZ ESCOLA UNIDADE III
                    ";1051
1298;"VERTICE COLEGIO UNIDADE I
                    ";661
1299;"VERTICE COLEGIO UNIDADE II
                    ";1052
1300;"VIANNA MOOG EMEF
                    ";818
1301;"VICTOR OLIVA PROFESSOR
                    ";1053
1302;"VILA LEOPOLDINA CRECHE
                    ";843
1303;"VILA MONTEIRO LOBATO ESCOLA
                    ";1054
1304;"VILA MUNCK EMEF
                    ";1055
1305;"VILA NOVA JAGUARE CRECHE
                    ";1056
1306;"VILAPLAY BERCARIO E ESCOLA DE EDUCACAO INFANTIL
                    ";1057
1307;"VILLA COR BERCARIO E EDUCACAO INFANTIL
                    ";1058
1308;"VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO
                    ";1059
1309;"VIRTUS AN ACTON ACADEMY SCHOOL
                    ";1060
1310;"VITAL BRAZIL COLEGIO
                    ";686
1311;"VITORIANO COLEGIO
                    ";1061
1312;"VIVA ESCOLA
                    ";655
1313;"VIVER A VIDA NUCLEO DE EDUCACAO INFANTIL
                    ";1062
1314;"WALDORF DE SAO PAULO ESCOLA
                    ";1063
1315;"WALDORF MICAEL DE SAO PAULO COLEGIO
                    ";1064
1316;"WINNICOTT COLEGIO
                    ";1065
1317;"YVONE LEMOS DE ALMEIDA FRAGA CRECHE MUNICIPAL
                    ";1066
1318;"YVONNE MALUHY JOSEPF SABGA CRECHE MUNICIPAL
                    ";1067
1319;"ZILDA DE FRANCESCHI PROFA EMEI
                    ";865
1320;"13 DE MAIO CENTRO DE EDUCACAO INFANTIL
                    ";1068
1321;"4E ESCOLA ESPECIAL PARA EDUCACAO DE EXCEPCIONAIS
                    ";1069
1322;"A DOCE VIDA EDUCACAO INFANTIL
                    ";1070
1323;"A MAR CENTRO EDUCACIONAL
                    ";1071
1324;"ABC COLORIDO ESCOLA DE EDUCACAO INFANTIL
                    ";1072
1325;"ABRAO HUCK DR EMEF
                    ";1073
1326;"ACALANTO CRECHE INDIRETA
                    ";1074
1327;"ACLIMACAO COLEGIO
                    ";1075
1328;"ACONCHEGO BABY CARE
                    ";1076
1329;"ACONCHEGO CEI INDIRETO
                    ";1077
1330;"ACONCHEGO CRECHE
                    ";1078
1331;"ACONCHEGO II CENTRO DE EDUCACAO INFANTIL CONVENIADO
                    ";1079
1332;"ACTOS BERCARIO E EDUCACAO INFANTIL
                    ";1080
1333;"ADELINA ISSA ASHCAR
                    ";1081
1334;"ADVENTISTA DA LIBERDADE COLEGIO
                    ";1082
1335;"ADVENTISTA DE VILA ALPINA COLEGIO
                    ";1083
1336;"AFONSO CELSO EMEI
                    ";1084
1337;"AGAPE COLEGIO
                    ";1085
1338;"AGNUS DEI COLEGIO
                    ";1086
1339;"ALBERTO DE OLIVEIRA EMEI
                    ";1087
1340;"ALEXANDRA COLEGIO
                    ";1073
1341;"ALEXANDRE DE GUSMAO
                    ";1088
1342;"ALPHA CHANNEL  CENTRO DE COMPUTACAO GRAFICA
                    ";1089
1343;"ALVARES DE AZEVEDO POLITEC
                    ";1090
1344;"ALVARO DE SOUZA LIMA DOUTOR
                    ";1091
1345;"AMA ASSOCIACAO DE AMIGOS DO AUTISTA
                    ";1092
1346;"AMAS  LIBERDADE
                    ";1093
1347;"AMERICO DE MOURA PROFESSOR
                    ";1094
1348;"ANA ROSA DE ARAUJO DONA EMEI
                    ";1095
1349;"ANCHIETA ESCOLA SENAI
                    ";1096
1350;"ANDRE DREYFUS PROFESSOR
                    ";1097
1351;"ANGELO MARTINO PROFESSOR ESCOLA MUNICIPAL EDUCACAO INFANTIL
                    ";1098
1352;"ANGUELOS MONTESSORI ESCOLA
                    ";1099
1353;"ANJO DA GUARDA BERCARIO
                    ";1100
1354;"ANNITA ATALLA PROFESSORA
                    ";1101
1355;"ANTONIO ALCANTARA MACHADO
                    ";1102
1356;"ANTONIO CASTELAR DE FRANCESCHI
                    ";1103
1357;"ANTONIO DE ALCANTARA MACHADO EMEF
                    ";1104
1358;"ANTONIO FRANCISCO LISBOA CEU EMEI
                    ";1105
1359;"APARECIDA DAS GRACAS SILVA ROSEIRA CEI
                    ";1106
1360;"APRENDIZ INSTITUTO EDUCACIONAL
                    ";1107
1361;"APRENDIZ NUCLEO DE EUCACAO INFANTIL
                    ";1108
1362;"ARCA DO SABER
                    ";1109
1363;"ARCO IRIS CRECHE ASSISTENCIA INFANTIL REVIVER
                    ";1110
1364;"ARCY MAJOR
                    ";1111
1365;"ARMANDO ARAUJO
                    ";1112
1366;"ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA
                    ";1113
1367;"ARTE  MANHA ESCOLA
                    ";1114
1368;"ARTUR SABOIA EMEF
                    ";1115
1369;"ASSOCIACAO EDUCACIONAL PARA MULTIPLA DEFICIENCIA AHIMSA
                    ";1116
1370;"ASTROGILDO SILVA PROFESSOR
                    ";1117
1371;"ATALIBA DE OLIVEIRA PROFESSOR
                    ";1118
1372;"ATEG ESCOLA TECNICA
                    ";1119
1373;"ATELIE CARAMBOLA ESCOLA DE INFANCIA
                    ";1120
1374;"ATHENA ESCOLA DE EDUCACAO INFANTIL E BERCARIO
                    ";1121
1375;"AZIZ NACIB AB SABER
                    ";1122
1376;"BABY HOME EDUCACIONAL
                    ";1123
1377;"BABY MATER ESCOLA DE EDUCACAO INFANTIL
                    ";1124
1378;"BANDEIRANTES COLEGIO EFM
                    ";1125
1379;"BATISTA CEPELOS ESCOLA MUNICIPAL EDUCACAO INFANTIL
                    ";1126
1380;"BEIT YAKOV INSTITUTO EDUCACIONAL
                    ";1127
1381;"BELA VISTA COLEGIO
                    ";1128
1382;"BELA VISTA CRECHE
                    ";1098
1383;"BEM ME QUER JARDIM DA SAUDE CENTRO DE EDUCACAO INFANTIL
                    ";1129
1384;"BENJAMIN ANTONIO SALLES ARCURI PROF CRECHE
                    ";1130
1385;"BENJAMIN CONSTANT COLEGIO
                    ";1131
1386;"BENNO HUBERT STOLLENWERK PADRE EMEI
                    ";1132
1387;"BERCARIO E EDUCACAO INFANTIL PROGRESSO EIRELI  ME
                    ";1133
1388;"BRAS MOOCA I CRECHE
                    ";1134
1389;"BRASILEIRO DE ACUPUNTURA E TERAPIAS TRADICIONAIS COLEGIO CBA
                    ";1135
1390;"BRASILIO MACHADO
                    ";1136
1391;"BRAZILIA LACERDA DE ARRUDA BOTELHO CRECHE
                    ";1137
1392;"BRINCAR DE VIVER
                    ";1138
1393;"BRISABELLA ALMEIDA NOBRE PROFESSORA
                    ";1139
1394;"CAETANO DE CAMPOS
                    ";1140
1395;"CALIXTO DE SOUZA ARANHA PROFESSOR
                    ";1141
1396;"CAMINHO ABERTO CENTRO DE EDUCACAO
                    ";1142
1397;"CAMPOS SALLES PRESIDENTE CEU EMEF
                    ";1143
1398;"CANGOO BILINGUAL SCHOOL
                    ";1122
1399;"CANGOO BILINGUAL SCHOOL  UND II
                    ";1113
1400;"CANTINHO DOS TESOUROS CEI
                    ";1144
1401;"CAPITULO I ESCOLA
                    ";1145
1402;"CARDEAL LIZARTE COLEGIO
                    ";1146
1403;"CARDEAL MOTTA CENTRO DE EDUCACAO INFANTIL
                    ";1147
1404;"CARLOS EDUARDO DE CAMARGO ARANHA DOUTOR EMEI
                    ";1148
1405;"CARLOS ESTEVAM ALDO MARTINS PROFESSOR
                    ";1118
1406;"CARLOS PASQUALE ESCOLA SENAI
                    ";1144
1407;"CARLOS PASQUALE PROFESSOR
                    ";1149
1408;"CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA
                    ";1150
1409;"CARVALHO GOUVEIA ESCOLA
                    ";1151
1410;"CASA DA CRIANCA SANTA ANGELA
                    ";1152
1411;"CASSIANO RICARDO EMEF
                    ";1153
1412;"CASTELINHO LIRIO DO VALE ESCOLA DE EDUCACAO INFANTIL
                    ";1154
1413;"CASTELO ENCANTADO NUCLEO EDUCACIONAL
                    ";1155
1414;"CASULO BERCARIO
                    ";1156
1415;"CCA CENTRO COMUNITARIO IRMA DERLY FABRES
                    ";1157
1416;"CEI AMORA
                    ";1158
1417;"CEI BELEM
                    ";1159
1418;"CEI CANTINHO DO BRYAN
                    ";1160
1419;"CEI CARDECI MARTINS
                    ";1161
1420;"CEI ESPACO KAIROS LIVIERO
                    ";1108
1421;"CEI ESTACAO KIDS
                    ";1162
1422;"CEI FILADELFIA
                    ";1163
1423;"CEI JARDIM EBENEZER IRMAOS NATALI
                    ";1164
1424;"CEI JERUSALEM
                    ";1165
1425;"CEI JOAO PAULO II
                    ";1166
1426;"CEI LEONARDA SOARES ALVES
                    ";1167
1427;"CEI LIRIO DA PAZ
                    ";1168
1428;"CEI LUZ DO SABER
                    ";1169
1429;"CEI MARANATA IRMAOS NATALI
                    ";1170
1430;"CEI SAGRADA FAMILIA
                    ";1171
1431;"CEI SAN FRANCESCO DE ASSISI
                    ";1172
1432;"CEI SAO FRANCISCO DE ASSIS
                    ";1173
1433;"CEJAM ESCOLA DE SAUDE
                    ";1098
1434;"CEL JTO A EE ALEXANDRE DE GUSMAO
                    ";1088
1435;"CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA
                    ";1174
1436;"CEL JTO A EE ROOSEVELT PRESIDENTE
                    ";1175
1437;"CELSO LEITE RIBEIRO FILHO EMEF
                    ";1098
1438;"CENE COLEGIO
                    ";1176
1439;"CENTRO ATEND SOCIOEDC ADOLESC INTERNATO FEM MOOCA CI
                    ";1177
1440;"CENTRO DE EDUCACAO EURIDICE FERREIRA DE MELO
                    ";1178
1441;"CENTRO DE EDUCACAO INAFANTIL RUGRATS OS ANJINHOS VI
                    ";1179
1442;"CENTRO DE EDUCACAO INFANTIL CANTINHO DA LOTUS
                    ";1138
1443;"CENTRO DE EDUCACAO INFANTIL CONSTRUINDO SONHOS
                    ";1180
1444;"CENTRO DE EDUCACAO INFANTIL DOCE SABER
                    ";1181
1445;"CENTRO DE EDUCACAO INFANTIL DOS ANJOS
                    ";1182
1446;"CENTRO DE EDUCACAO INFANTIL EBENEZER
                    ";1108
1447;"CENTRO DE EDUCACAO INFANTIL EDUCANDO
                    ";1183
1448;"CENTRO DE EDUCACAO INFANTIL EDUCAR
                    ";1184
1449;"CENTRO DE EDUCACAO INFANTIL ELOHIM ADONAI III
                    ";1185
1450;"CENTRO DE EDUCACAO INFANTIL ESPACO BRINCAR
                    ";1162
1451;"CENTRO DE EDUCACAO INFANTIL ESPACO DA LOTUS
                    ";1186
1452;"CENTRO DE EDUCACAO INFANTIL FLOR DE LOTUS
                    ";1187
1453;"CENTRO DE EDUCACAO INFANTIL FLORESCER
                    ";1188
1454;"CENTRO DE EDUCACAO INFANTIL ICAMI TIBA
                    ";1189
1455;"CENTRO DE EDUCACAO INFANTIL JARDIM DA VOVO ANA
                    ";1190
1456;"CENTRO DE EDUCACAO INFANTIL JURANDYR BARBOSA
                    ";1191
1457;"CENTRO DE EDUCACAO INFANTIL KANDINSKY  DIOGO NOMURA
                    ";1192
1458;"CENTRO DE EDUCACAO INFANTIL KATATAU
                    ";1193
1459;"CENTRO DE EDUCACAO INFANTIL MARIA ARRAES
                    ";1194
1460;"CENTRO DE EDUCACAO INFANTIL MOOCA
                    ";1195
1461;"CENTRO DE EDUCACAO INFANTIL MUNDO AZUL
                    ";1196
1462;"CENTRO DE EDUCACAO INFANTIL PADRE PACOMIO MAAS
                    ";1197
1463;"CENTRO DE EDUCACAO INFANTIL PATATIVA DO ASSARE
                    ";1198
1464;"CENTRO DE EDUCACAO INFANTIL PAULA MARIA
                    ";1199
1465;"CENTRO DE EDUCACAO INFANTIL SANTA RITA
                    ";1200
1466;"CENTRO DE EDUCACAO INFANTIL SITIO CARAGUATA
                    ";1201
1467;"CENTRO DE EDUCACAO INFANTIL TALITHA KUMI
                    ";1202
1468;"CENTRO DE EDUCACAO INFANTIL TRANSFORMANDO VIDAS
                    ";1203
1469;"CENTRO DE EDUCACAO INFANTIL VILA DA ARTE
                    ";1204
1470;"CENTRO DE RECREACAO INFANTIL RUMO DO GIRASSOL
                    ";1205
1471;"CENTRO EDUCACIONAL A MAR
                    ";1071
1472;"CENTRO EDUCACIONAL ALECRIM DOURADO LTDA
                    ";1206
1473;"CENTRO EDUCACIONAL INFANTIL HAVITA
                    ";1207
1474;"CENTRO FORMADOR DE PESSOAL PARA A SAUDE DE OSASCO
                    ";1208
1475;"CENTRO FORMADOR DE PESSOAL PARA A SAUDE DE SAO PAULO
                    ";1208
1476;"CENTRO INTEGRADO DE EDUCACAO DE JOVENS E ADULTOS PAULO EMILIO VANZOLINI
                    ";1209
1477;"CEU HELIOPOLIS PROFA ARLETE PERSOLI
                    ";1167
1478;"CHACARA KLABIN JARDIM ESCOLA
                    ";1210
1479;"CHUVA DE ESTRELINHAS ESCOLA DE RECREACAO INFANTIL
                    ";1211
1480;"CIDADE DO SOL  IMPERADOR
                    ";1212
1481;"CIDADE DO SOL EMEI
                    ";1213
1482;"CIMAS DE ENSINO INSTITUTO
                    ";1214
1483;"CIVITATIS COLEGIO
                    ";1215
1484;"CLOVIS CAITANO MIQUELAZZO CIEJA IPIRANGA
                    ";1216
1485;"COLEGIO  XUE
                    ";1217
1486;"COLEGIO ALEXANDRA
                    ";1117
1487;"COLEGIO ALUMIE
                    ";1217
1488;"COLEGIO ANGLO SAO PAULO
                    ";1218
1489;"COLEGIO AVELINO
                    ";1219
1490;"COLEGIO BATISTA BRASIL  VILA MARIANA
                    ";1220
1491;"COLEGIO BELA VISTA  UNIDADE II
                    ";1128
1492;"COLEGIO BRASIL CANADA
                    ";1221
1493;"COLEGIO CAMINHANDO PARA O FUTURO
                    ";1222
1494;"COLEGIO CARPE DIEM OBJETIVO MOOCA
                    ";1223
1495;"COLEGIO DR WALTER  BELIAN
                    ";1224
1496;"COLEGIO ELEVA
                    ";1225
1497;"COLEGIO ELIM EIRELI
                    ";1226
1498;"COLEGIO MASTER
                    ";1159
1499;"COLEGIO NOSSA  SENHORA  APARECIDA
                    ";1227
1500;"COLEGIO NOVE DE JULHO UND IV
                    ";1135
1501;"COLEGIO NOVO TEMPO
                    ";1228
1502;"COLEGIO PALANDI
                    ";1229
1503;"COLEGIO PAULO DE TARSO BABY KIDS UNIDADE I
                    ";1230
1504;"COLEGIO PAULO DE TARSO BABY KIDS UNIDADE II
                    ";1231
1505;"COLEGIO PETER PAN
                    ";1232
1506;"COLEGIO PETER PAN UNIDADE  DEMOCRATICO
                    ";1233
1507;"COLEGIO SAO CAMILO
                    ";1234
1508;"COLEGIO SAO JOSE  SION IPIRANGA
                    ";1235
1509;"COLEGIO SINTONIA
                    ";1073
1510;"COLEGIO SOKA  DO BRASIL
                    ";1236
1511;"COLEGIO TREVO DO SABER
                    ";1237
1512;"COLEGIO VIVER E APRENDER
                    ";1238
1513;"COLHEITA DE ESPERANCA CRECHE
                    ";1239
1514;"CONVIVENCIA COLEGIO
                    ";1240
1515;"COR
                    ";1144
1516;"CORA CORALINA COLEGIO
                    ";1241
1517;"CRECHE CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA
                    ";1242
1518;"CRECHE MONSENHOR JERONIMO RODRIGUES
                    ";1243
1519;"CRER SER CHECHE PARTICULAR CONVENIADA
                    ";1244
1520;"CRISTO REI COLEGIO
                    ";1245
1521;"CRUZ DE MALTA INSTITUTO DE EDUCACAO
                    ";1246
1522;"DEFICIENCIA MULTIPLA E SURDOCEGUEIRA ESCOLA ESPECIALIZADA EM
                    ";1247
1523;"DELFINO AZEVEDO ESCOLA MUNICIPAL EDUCACAO INFANTIL
                    ";1248
1524;"DEMOSTHENES MARQUES PROFESSOR
                    ";1073
1525;"DI BIAGI COLEGIO
                    ";1249
1526;"DIALOG INSTITUTO DE ENSINO
                    ";1181
1527;"DIASPORA COLEGIO
                    ";1092
1528;"DOM ORIONE
                    ";1250
1529;"DOM PEDRO COLEGIO
                    ";1229
1530;"DOM PEDRO I ESCOLA MUNICIPAL EDUCACAO INFANTIL
                    ";1251
1531;"DORINA NOWILL FUNDACAO PARA CEGOS
                    ";1252
1532;"EBENEZER COLEGIO
                    ";1148
1533;"EDUARDO DE CAMPOS ROSMANINHO DOUTOR CENTRO EDUCACAO INFANTIL
                    ";1253
1534;"EDUCANDARIO SAGRADA FAMILIA
                    ";1254
1535;"EDUQUE NOVA ESCOLA
                    ";1133
1536;"EDUTEC DATA BRASIL EDUCACAO PROFISSIONAL
                    ";1255
1537;"EEI LITTLE BABY
                    ";1256
1538;"ERIK GUNNAR ERIKSSON CENTRO DE EDUCACAO INFANTIL
                    ";1257
1539;"ERNESTO NAZARETH CONSERVATORIO MUSICAL
                    ";1177
1540;"ESCOLA  DE  CIENCIAS DA  SAUDE SANTA  JOANA
                    ";1258
1541;"ESCOLA  NOVA
                    ";1259
1542;"ESCOLA  TECNICA A C CAMARGO CANCER  CENTER
                    ";1189
1543;"ESCOLA CASTELO BERCARIO E EDUCACAO INFANTIL
                    ";1260
1544;"ESCOLA CEDAC
                    ";1261
1545;"ESCOLA CIRCULAR
                    ";1262
1546;"ESCOLA DE EDUCACAO INFANTIL ARVOREDO
                    ";1263
1547;"ESCOLA DE EDUCACAO INFANTIL CAMINHANDO POR PRINCIPIOS
                    ";1264
1548;"ESCOLA DE EDUCACAO INFANTIL PLANETA CRIANCA
                    ";1265
1549;"ESCOLA DE EDUCACAO INFANTIL SAPEQUINHA
                    ";1266
1550;"ESCOLA DO BAIRRO
                    ";1267
1551;"ESCOLA DOCE INFANCIA
                    ";1240
1552;"ESCOLA EDUCACAO INFANTIL E BERCARIO CASTELO ENCANTADO
                    ";1268
1553;"ESCOLA EDUCACIONAL CORUJA
                    ";1122
1554;"ESCOLA FAZENDO ARTE
                    ";1269
1555;"ESCOLA FLORESCER
                    ";1270
1556;"ESCOLA FUTURA
                    ";1121
1557;"ESCOLA INFANTIL CRIARTE
                    ";1204
1558;"ESCOLA INFANTIL HAPPY DAY
                    ";1271
1559;"ESCOLA INFANTIL PEQUENOS CRIADORES
                    ";1272
1560;"ESCOLA INICIATIVA
                    ";1273
1561;"ESCOLA INTERNACIONAL DO IPIRANGA
                    ";1274
1562;"ESCOLA LUMINOVA
                    ";1275
1563;"ESCOLA MAIS UNIDADE  IPIRANGA
                    ";1276
1564;"ESCOLA MENINO JESUS
                    ";1277
1565;"ESCOLA NINAS E NINOS
                    ";1278
1566;"ESCOLA NOVA ACAO
                    ";1244
1567;"ESCOLA PACTO BERCARIO ? EDUCACAO INFANTIL UNIDADE I
                    ";1279
1568;"ESCOLA PEQUENO APRENDIZ
                    ";1280
1569;"ESCOLA PEQUIA
                    ";1281
1570;"ESCOLA PUERI DOMUS UNIDADE ACLIMACAO
                    ";1237
1571;"ESCOLA RAIO DE LUZ
                    ";1264
1572;"ESCOLA SHEKINAH  UNIDADE VILA MARIANA
                    ";1282
1573;"ESCOLA SHEKINAH UNIDADE ENSINO FUNDAMENTAL
                    ";1283
1574;"ESCOLA TECNICA DE  EDUCACAO EM SAUDE DO HOSPITAL ALEMAO OSWALDO CRUZ
                    ";1284
1575;"ESCOLA WALDORF BERTA E EMIL MOLT
                    ";1285
1576;"ESPACO ABERTO EDUCACAO INFANTIL
                    ";1286
1577;"ESPACO COLORIDO NUCLEO DE EDUCACAO INFANTIL
                    ";1287
1578;"ESPERANCA
                    ";1288
1579;"ESTACAO ADOLESCER
                    ";1283
1580;"ESTACAO FUNDAMENTAL COLEGIO
                    ";1289
1581;"ESTELA MARIS RECANTAO ENCANTADO COLEGIO
                    ";1075
1582;"ESTRELA DA MANHA CEI
                    ";1290
1583;"ESTRELINHAS DO BOSQUE DA SAUDE CR P CONV
                    ";1291
1584;"ESTRUTURA COLEGIO
                    ";1292
1585;"ETAPA COLEGIO DE EFM
                    ";1293
1586;"ETAPA III COLEGIO
                    ";1294
1587;"ETEC DE HELIOPOLIS
                    ";1167
1588;"ETEC DOUTORA MARIA AUGUSTA SARAIVA
                    ";1295
1589;"ETEC GETULIO VARGAS
                    ";1296
1590;"ETEC JOSE ROCHA MENDES
                    ";1297
1591;"ETEC PROFESSOR CAMARGO ARANHA
                    ";1298
1592;"EUGENIO POSE COLEGIO
                    ";1299
1593;"EURICO GASPAR DUTRA MARECHAL EMEF
                    ";1178
1594;"EURYDICE ZERBINI PROFESSORA
                    ";1266
1595;"EVOLUIR E SABER COLEGIO
                    ";1300
1596;"FABIANO LOZANO MAESTRO
                    ";1301
1597;"FABIO DA SILVA PRADO DOUTOR EMEF
                    ";1302
1598;"FADELITO VILA MARIANA EDUCACAO INFANTIL
                    ";1303
1599;"FARIA LIMA BRIGADEIRO EMEF
                    ";1304
1600;"FATIMA REGINA DA CRUZ SABINO CALACA PROFESSORA EMEI
                    ";1305
1601;"FECAP COLEGIO
                    ";1306
1602;"FELICIO LANZARA ESCOLA SENAI
                    ";1069
1603;"FENIX COLEGIO
                    ";1307
1604;"FERNANDA CRECHE
                    ";1308
1605;"FIAP SCHOOL
                    ";1309
1606;"FIAP TECH SCHOOL
                    ";1309
1607;"FLORIANO MARECHAL
                    ";1310
1608;"FORMULA JUNIOR COLEGIO
                    ";1311
1609;"FRANCISCO BATISTA VEREADOR CEI
                    ";1312
1610;"FRANCISCO BORGES VIEIRA DOUTOR
                    ";1313
1611;"FRANCISCO DE ASSIS REYS
                    ";1314
1612;"FRANCISCO MEIRELLES DESEMBARGADOR EMEF
                    ";1315
1613;"FRANCISCO PEREZ VEREADOR CRECHE MUNICIPAL
                    ";1316
1614;"FREI SERGIO CALIXTO VAL VERDE
                    ";1317
1615;"GENERAL OSORIO EMEF
                    ";1318
1616;"GENOVEVA DASCOLI CRECHE MUNICIPAL
                    ";1150
1617;"GEORGINA DO CARMO MOREIRA
                    ";1319
1618;"GIRASSOL CEI
                    ";1073
1619;"GIROFLE GIROFLA CENTRO DE EDUCACAO INFANTIL
                    ";1320
1620;"GIROFLE GIROFLA UNIDADE II
                    ";1320
1621;"GOMES CARDIM PROFESSOR
                    ";1321
1622;"GREEN APPLE  SCHOOL
                    ";1322
1623;"GUALTER DA SILVA PROFESSOR
                    ";1323
1624;"HELEN KELLER ESCOLA MUN DE ED BILINGUE PARA SURDOS
                    ";1324
1625;"HELENA DA SILVA TEIXEIRA CRECHE CENTRO INFANTIL
                    ";1325
1626;"HELENA LUBIENSKA INSTITUTO
                    ";1326
1627;"HELIOPOLIS
                    ";1327
1628;"HENRIQUE DE SOUZA FILHO HENFIL
                    ";1328
1629;"HERCILIA DE CAMPOS COSTA EMEF
                    ";1201
1630;"HOSPITAL AC CAMARGO CLASSE HOSPITALAR
                    ";1329
1631;"HOSPITAL AC CAMARGO CLASSE HOSPITALAR
                    ";1329
1632;"HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR
                    ";1330
1633;"HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR
                    ";1330
1634;"HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR
                    ";1330
1635;"HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR
                    ";1330
1636;"HOSPITAL SAO PAULO CL HOSPITALAR
                    ";1331
1637;"HOSPITAL SAO PAULO CL HOSPITALAR
                    ";1331
1638;"HOSPITAL SAO PAULO CLASSE HOSPITALAR
                    ";1332
1639;"HOSPITAL SAO PAULO CLASSE HOSPITALAR
                    ";1331
1640;"HUMBERTO REIS COSTA ESCOLA SENAI
                    ";1333
1641;"I P E COLEGIO
                    ";1334
1642;"IDEAL SAO PAULO COLEGIO UNIDADE I E II
                    ";1335
1643;"INACI COLEGIO INTEGRAL UNIDADE BRIGADEIRO
                    ";1175
1644;"INCENNA ESCOLA DE TEATRO E TELEVISAO
                    ";1336
1645;"INES MENEZES MARIA CRECHE MUNICIPAL
                    ";1337
1646;"INOCOOP IPIRANGA
                    ";1132
1647;"INOVA ACAO COLEGIO
                    ";1338
1648;"INSTITUTO DE TERAPIA INTEGRADA E ORIENTAL
                    ";1339
1649;"INSTITUTO EDUCACIONAL CATURAMA
                    ";1340
1650;"INSTITUTO EDUCACIONAL CORUJINHA
                    ";1122
1651;"INSTITUTO EDUCACIONAL SAO PAULO DERDIC PUCSP
                    ";1341
1652;"INTESP INSTITUTO EDUCACIONAL SAO PAULO
                    ";1342
1653;"IPIRANGA CRECHE
                    ";1343
1654;"IRINEU MARINHO EMEF
                    ";1344
1655;"IRMA CATARINA ESCOLA UNIDADE I
                    ";1345
1656;"ISABEL PRINCESA
                    ";1346
1657;"ISOLINA LEONEL FERREIRA PROFESSORA EMEI
                    ";1167
1658;"ITATIAIA BERCARIO E RECREACAO INFANTIL
                    ";1347
1659;"ITATIAIA COLEGIO
                    ";1348
1660;"ITATIAIA COLEGIO UNIDADE ACLIMACAO
                    ";1349
1661;"ITAUNA VISCONDE DE
                    ";1350
1662;"IZAURA MARIA DA CONCEICAO
                    ";1351
1663;"JACAREZINHO ESCOLA DE EDUCACAO INFANTIL
                    ";1352
1664;"JACQUES MARITAIN
                    ";1353
1665;"JARDIM AMERICA CONSERVATORIO MUSICAL
                    ";1133
1666;"JARDIM CLIMAX
                    ";1354
1667;"JARDIM CLIMAX I CENTRO EDUCACIONAL
                    ";1355
1668;"JARDIM CLIMAX II CEI
                    ";1356
1669;"JARDIM DA GLORIA EXTERNATO
                    ";1357
1670;"JARDIM ESCOLA CASINHA DA ABELHA
                    ";1358
1671;"JOAO E RAPHAELA PASSALACQUA COLEGIO
                    ";1359
1672;"JOAO FIRMINO DE CAMPOS
                    ";1360
1673;"JOAO XXIII COLEGIO
                    ";1361
1674;"JOAQUIM ANTONIO DA ROCHA EMEI
                    ";1362
1675;"JOAQUIM NABUCO EMEF
                    ";1363
1676;"JOEL CORREA DE AVILA LAR DE ASSISTENCA A CRIANCA CRECHE
                    ";1235
1677;"JOSE DE MOURA CRECHE MUNICIPAL
                    ";1364
